age,gender,education level,job title,years of experience,country,race,senior,salary
26.0,Female,elementary,Data Analyst,3.0,Canada,Asian,0,130000.0
,Male,university,Data Scientist,7.0,Australia,Asian,0,185000.0
27.0,Female,elementary,Product Manager,4.0,Canada,Black,0,150000.0
24.0,Male,elementary,Data Analyst,1.0,UK,Asian,0,90000.0
33.0,Male,high school,Product Manager,11.0,USA,African American,0,198000.0
,Male,elementary,Data Analyst,2.0,USA,White,0,115000.0
28.0,Male,elementary,Software Engineer,5.0,China,Korean,0,165000.0
,Male,elementary,Data Analyst,3.0,USA,Asian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,UK,Asian,0,190000.0
33.0,Female,high school,Product Manager,11.0,USA,Hispanic,0,198000.0
27.0,Male,elementary,Software Engineer,4.0,China,White,0,140000.0
31.0,Female,high school,Data Scientist,6.0,Australia,Asian,0,180000.0
30.0,Male,elementary,Data Analyst,5.0,China,White,0,160000.0
24.0,Male,elementary,Data Analyst,1.0,China,White,0,92000.0
28.0,Female,elementary,Software Engineer,5.0,China,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
32.0,Male,elementary,Software Engineer,8.0,China,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,Australia,Asian,0,198000.0
25.0,Male,elementary,Data Analyst,2.0,USA,Hispanic,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,White,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,China,Chinese,0,140000.0
34.0,Female,high school,Product Manager,12.0,UK,Asian,0,196000.0
31.0,Male,elementary,Data Analyst,9.0,Australia,Asian,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,China,Korean,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,China,Korean,0,130000.0
29.0,Female,high school,Data Scientist,6.0,UK,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,China,Chinese,0,190000.0
33.0,Female,,Product Manager,11.0,China,Chinese,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,Korean,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,USA,African American,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,USA,Asian,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,Mixed,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Mixed,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,USA,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,UK,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,UK,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,White,0,190000.0
33.0,Female,,Product Manager,11.0,China,Chinese,0,198000.0
24.0,,elementary,Data Analyst,1.0,USA,Hispanic,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Asian,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,UK,Welsh,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,White,0,185000.0
31.0,Male,,Data Analyst,9.0,Australia,Asian,0,195000.0
28.0,Female,,Software Engineer,5.0,Australia,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,China,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Australia,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Canada,White,0,190000.0
,Female,high school,Product Manager,11.0,USA,African American,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,Chinese,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,140000.0
,Female,elementary,Data Analyst,2.0,UK,Asian,0,110000.0
30.0,Female,university,Data Scientist,7.0,Canada,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,Australia,White,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,China,Korean,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Welsh,0,130000.0
29.0,Female,high school,Data Scientist,6.0,USA,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,UK,Asian,0,190000.0
33.0,Female,high school,Product Manager,11.0,China,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,White,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Asian,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,Canada,Black,0,110000.0
30.0,Female,university,Data Scientist,7.0,Canada,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,Canada,White,0,195000.0
,Female,elementary,Software Engineer,5.0,USA,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
29.0,Female,,Data Scientist,6.0,Australia,Australian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,USA,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,China,Chinese,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Australia,Asian,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,China,Chinese,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,China,Chinese,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,Mixed,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,USA,White,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,UK,Mixed,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Asian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Australia,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,China,Korean,0,190000.0
33.0,Female,high school,Product Manager,11.0,USA,Hispanic,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,UK,Mixed,0,90000.0
,Male,elementary,Software Engineer,4.0,Australia,White,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,Canada,Asian,0,110000.0
30.0,Female,university,Data Scientist,7.0,Canada,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,USA,African American,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,USA,Asian,0,160000.0
26.0,,elementary,Data Analyst,3.0,China,White,0,130000.0
29.0,Female,,Data Scientist,6.0,Canada,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,USA,Hispanic,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,Black,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Australia,Asian,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,UK,White,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,Australia,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,Canada,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,China,Korean,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Australian,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,Black,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Canada,White,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,UK,Welsh,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,Australia,Asian,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Welsh,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Black,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,USA,Hispanic,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Canada,Asian,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,Korean,0,90000.0
,Male,elementary,Software Engineer,4.0,UK,Mixed,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,China,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,USA,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Asian,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,UK,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,Black,0,130000.0
29.0,Female,high school,Data Scientist,6.0,USA,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,USA,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Australia,Asian,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,UK,Mixed,0,110000.0
,Female,university,Data Scientist,7.0,USA,White,0,185000.0
32.0,Male,elementary,Data Analyst,5.0,USA,Hispanic,0,135000.0
27.0,Female,high school,Data Scientist,3.0,Canada,Asian,0,180000.0
40.0,Male,elementary,Software Engineer,12.0,Australia,White,0,195000.0
35.0,Female,elementary,Product Manager,8.0,USA,Asian,0,165000.0
43.0,Male,high school,Data Scientist,15.0,USA,White,0,198000.0
29.0,Female,elementary,Software Engineer,4.0,USA,Hispanic,0,150000.0
36.0,Male,elementary,Data Analyst,9.0,Australia,Asian,0,162000.0
31.0,Male,high school,Data Scientist,6.0,China,Korean,0,175000.0
,Female,elementary,Software Engineer,13.0,USA,White,0,197000.0
33.0,Male,elementary,Data Analyst,7.0,USA,White,0,142000.0
29.0,Female,high school,Data Scientist,4.0,Australia,Australian,0,182000.0
41.0,Male,elementary,Software Engineer,11.0,China,Korean,0,185000.0
35.0,Female,elementary,Product Manager,8.0,Australia,Asian,0,170000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Asian,0,160000.0
32.0,Male,elementary,Data Scientist,8.0,Australia,Australian,0,180000.0
29.0,Female,high school,Data Analyst,6.0,USA,Asian,0,150000.0
30.0,Male,elementary,Data Analyst,5.0,Canada,White,0,140000.0
24.0,Male,elementary,Data Analyst,2.0,China,Chinese,0,100000.0
33.0,Female,high school,Product Manager,11.0,UK,Mixed,0,190000.0
27.0,Male,elementary,Software Engineer,4.0,China,White,0,160000.0
,Male,elementary,Data Analyst,3.0,UK,Asian,0,120000.0
30.0,Female,university,Data Scientist,7.0,USA,Asian,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,Canada,White,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Australia,Australian,0,150000.0
26.0,Female,elementary,Data Analyst,3.0,UK,Mixed,0,120000.0
30.0,Male,university,Data Scientist,7.0,Canada,Black,0,170000.0
27.0,Female,elementary,Product Manager,4.0,China,Korean,0,130000.0
,Male,elementary,Data Analyst,2.0,Canada,Black,0,95000.0
33.0,Male,high school,Product Manager,11.0,USA,White,0,195000.0
25.0,Male,elementary,Data Analyst,2.0,USA,Asian,0,100000.0
28.0,Male,elementary,Software Engineer,5.0,UK,Mixed,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,White,0,120000.0
29.0,Female,high school,Data Scientist,6.0,USA,White,0,150000.0
32.0,Male,,Data Scientist,8.0,Australia,White,0,180000.0
,Female,high school,Product Manager,11.0,Australia,Australian,0,195000.0
27.0,Male,elementary,Software Engineer,4.0,UK,Mixed,0,160000.0
31.0,Female,high school,Data Scientist,6.0,Canada,Black,0,170000.0
30.0,Male,elementary,Data Analyst,5.0,China,White,0,140000.0
24.0,Male,elementary,Data Analyst,2.0,USA,African American,0,95000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Asian,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,USA,White,0,120000.0
32.0,Male,elementary,Software Engineer,8.0,USA,White,0,180000.0
33.0,Female,high school,Product Manager,11.0,Australia,Australian,0,195000.0
25.0,Male,elementary,Data Analyst,2.0,China,White,0,100000.0
30.0,Female,university,Data Scientist,7.0,UK,Asian,0,170000.0
27.0,Male,elementary,Software Engineer,4.0,USA,White,0,160000.0
34.0,Female,high school,Product Manager,12.0,USA,White,0,190000.0
31.0,Male,elementary,Data Analyst,9.0,China,White,0,190000.0
28.0,Female,,Software Engineer,5.0,Canada,White,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,UK,White,0,120000.0
29.0,Female,high school,Data Scientist,6.0,Canada,White,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,China,White,0,180000.0
33.0,Female,high school,Product Manager,11.0,USA,White,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,Asian,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Asian,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,USA,White,0,100000.0
30.0,Female,university,Data Scientist,7.0,UK,White,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,Australia,Asian,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,White,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,White,0,120000.0
29.0,Female,high school,Data Scientist,6.0,UK,White,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,White,0,180000.0
33.0,Female,high school,Product Manager,11.0,China,Korean,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,Asian,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Australian,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,USA,African American,0,100000.0
30.0,Female,university,Data Scientist,7.0,UK,White,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,China,Chinese,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,White,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Welsh,0,120000.0
,Female,high school,Data Scientist,6.0,Australia,White,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,China,Korean,0,180000.0
33.0,Female,high school,Product Manager,11.0,China,White,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Australia,White,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,UK,Mixed,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,UK,Welsh,0,100000.0
30.0,Female,university,Data Scientist,7.0,Canada,White,0,170000.0
,Male,elementary,Data Analyst,9.0,UK,Asian,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,UK,Asian,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,China,Chinese,0,120000.0
29.0,Female,high school,Data Scientist,6.0,UK,Welsh,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Australian,0,180000.0
33.0,Female,high school,Product Manager,11.0,Canada,Black,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,UK,White,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,China,Korean,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,USA,White,0,100000.0
30.0,Female,university,Data Scientist,7.0,Canada,Asian,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,USA,Hispanic,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Asian,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,White,0,120000.0
29.0,Female,high school,Data Scientist,6.0,USA,White,0,150000.0
32.0,Male,,Software Engineer,8.0,USA,Asian,0,180000.0
33.0,Female,high school,Product Manager,11.0,Australia,Asian,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,Asian,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,White,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,China,White,0,100000.0
30.0,Female,university,Data Scientist,7.0,Australia,Australian,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,USA,White,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Black,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,China,Chinese,0,120000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Asian,0,180000.0
33.0,Female,high school,Product Manager,11.0,UK,White,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,Black,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,USA,Asian,0,160000.0
25.0,Female,,Data Analyst,2.0,China,Chinese,0,100000.0
30.0,Female,university,Data Scientist,7.0,Canada,Black,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,Canada,Black,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Australia,Australian,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Asian,0,120000.0
,Female,high school,Data Scientist,6.0,UK,Welsh,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,UK,Asian,0,180000.0
33.0,Female,high school,Product Manager,11.0,Australia,Australian,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,White,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Asian,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,Canada,Asian,0,100000.0
30.0,Female,university,Data Scientist,7.0,Australia,Asian,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,USA,Asian,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,USA,Hispanic,0,150000.0
26.0,Male,,Data Analyst,3.0,UK,Welsh,0,120000.0
29.0,Female,high school,Data Scientist,6.0,Australia,Asian,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,USA,Asian,0,180000.0
,Female,high school,Product Manager,11.0,China,White,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,USA,White,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Asian,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,Australia,Asian,0,100000.0
30.0,Female,university,Data Scientist,7.0,China,Chinese,0,170000.0
31.0,Male,elementary,Data Analyst,9.0,Canada,White,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,White,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,UK,White,0,120000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Black,0,150000.0
,Male,elementary,Software Engineer,8.0,USA,Hispanic,0,180000.0
33.0,Female,high school,Product Manager,11.0,USA,African American,0,195000.0
24.0,Male,,Data Analyst,2.0,China,White,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Black,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,Canada,Asian,0,100000.0
30.0,Female,university,Data Scientist,7.0,USA,African American,0,170000.0
31.0,Male,,Data Analyst,9.0,UK,White,0,190000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Black,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Welsh,0,120000.0
29.0,Female,high school,Data Scientist,6.0,Australia,Australian,0,150000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Australian,0,180000.0
33.0,Female,high school,Product Manager,11.0,China,White,0,195000.0
24.0,Male,elementary,Data Analyst,2.0,Canada,Asian,0,95000.0
27.0,Male,elementary,Software Engineer,4.0,USA,Asian,0,160000.0
25.0,Female,elementary,Data Analyst,2.0,China,White,0,100000.0
30.0,Female,university,Data Scientist,7.0,Australia,Australian,0,170000.0
29.0,Male,elementary,Software Engineer,7.0,Canada,Black,0,180000.0
27.0,Female,elementary,Data Analyst,5.0,Canada,White,0,120000.0
33.0,Male,high school,Data Scientist,10.0,Canada,White,0,195000.0
28.0,Male,elementary,Software Engineer,4.0,Canada,White,0,160000.0
26.0,Female,elementary,Data Analyst,3.0,USA,Asian,0,100000.0
31.0,Male,elementary,Product Manager,8.0,China,Korean,0,190000.0
30.0,Male,high school,Software Engineer,6.0,Canada,Black,0,170000.0
32.0,Female,elementary,Data Scientist,9.0,China,Korean,0,185000.0
29.0,Male,elementary,Data Analyst,7.0,Australia,Australian,0,130000.0
35.0,Female,elementary,Product Manager,12.0,UK,Welsh,0,190000.0
27.0,Male,elementary,Software Engineer,5.0,China,Chinese,0,150000.0
28.0,Female,high school,Data Scientist,6.0,USA,Asian,0,150000.0
37.0,Male,university,Product Manager,14.0,USA,Hispanic,0,195000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Asian,0,110000.0
30.0,Female,elementary,Software Engineer,8.0,China,Korean,0,180000.0
31.0,Male,high school,Data Scientist,9.0,Australia,White,0,185000.0
29.0,Female,elementary,Data Analyst,7.0,China,Chinese,0,130000.0
32.0,Male,elementary,Software Engineer,10.0,USA,Hispanic,0,190000.0
28.0,Female,high school,Data Scientist,6.0,Australia,Australian,0,155000.0
34.0,Male,elementary,Software Engineer,12.0,UK,White,0,195000.0
25.0,Female,elementary,Data Analyst,2.0,UK,Asian,0,90000.0
30.0,Male,elementary,Product Manager,8.0,USA,Hispanic,0,185000.0
29.0,Female,elementary,Data Analyst,6.0,UK,White,0,120000.0
31.0,Male,,Software Engineer,9.0,Australia,Asian,0,180000.0
,Female,,Data Analyst,3.0,Canada,Black,0,100000.0
33.0,Male,high school,Data Scientist,10.0,Australia,Australian,0,195000.0
28.0,Male,elementary,Software Engineer,4.0,Canada,White,0,160000.0
27.0,Female,elementary,Data Analyst,5.0,USA,Asian,0,125000.0
30.0,Male,high school,Software Engineer,6.0,UK,Asian,0,170000.0
32.0,Female,elementary,Data Scientist,9.0,China,Chinese,0,185000.0
29.0,Male,elementary,Data Analyst,7.0,Canada,White,0,130000.0
35.0,Female,elementary,Product Manager,12.0,China,White,0,190000.0
27.0,Male,elementary,Software Engineer,5.0,UK,Asian,0,150000.0
28.0,Female,high school,Data Scientist,6.0,UK,Asian,0,150000.0
37.0,Male,,Product Manager,14.0,China,Chinese,0,195000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,110000.0
30.0,Female,elementary,Software Engineer,8.0,USA,Hispanic,0,180000.0
31.0,Male,high school,Data Scientist,9.0,China,White,0,185000.0
29.0,Female,elementary,Data Analyst,7.0,USA,Asian,0,130000.0
32.0,Male,elementary,Software Engineer,10.0,China,Korean,0,190000.0
28.0,Female,high school,Data Scientist,6.0,China,Korean,0,155000.0
34.0,Male,elementary,Software Engineer,12.0,UK,White,0,195000.0
25.0,Female,elementary,Data Analyst,2.0,USA,Asian,0,90000.0
30.0,Male,elementary,Product Manager,8.0,Australia,Australian,0,185000.0
29.0,Female,elementary,Data Analyst,6.0,Australia,White,0,120000.0
,Male,elementary,Software Engineer,9.0,China,Korean,0,180000.0
26.0,,elementary,Data Analyst,3.0,USA,White,0,100000.0
33.0,Male,high school,Data Scientist,10.0,Australia,Asian,0,195000.0
,Male,elementary,Software Engineer,4.0,Australia,White,0,160000.0
27.0,Female,elementary,Data Analyst,5.0,Australia,White,0,125000.0
30.0,Male,high school,Software Engineer,6.0,Australia,White,0,170000.0
32.0,Female,elementary,Data Scientist,9.0,Australia,Australian,0,185000.0
29.0,Male,elementary,Data Analyst,7.0,Australia,Asian,0,130000.0
35.0,Female,elementary,Product Manager,12.0,UK,Mixed,0,190000.0
27.0,Male,elementary,Software Engineer,5.0,Canada,White,0,150000.0
28.0,Female,high school,Data Scientist,6.0,China,Korean,0,150000.0
37.0,Male,university,Product Manager,14.0,Australia,White,0,195000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,White,0,110000.0
30.0,Female,elementary,Software Engineer,8.0,China,Chinese,0,180000.0
31.0,Male,high school,Data Scientist,9.0,UK,White,0,185000.0
29.0,Female,,Data Analyst,7.0,China,Korean,0,130000.0
,Male,elementary,Software Engineer,10.0,China,Korean,0,190000.0
28.0,Female,high school,Data Scientist,6.0,China,Korean,0,155000.0
34.0,Male,elementary,Software Engineer,12.0,Canada,Asian,0,195000.0
,Female,elementary,Data Analyst,2.0,Australia,White,0,90000.0
30.0,Male,elementary,Product Manager,8.0,Canada,Asian,0,185000.0
29.0,Female,elementary,Data Analyst,6.0,Canada,Black,0,120000.0
31.0,Male,elementary,Software Engineer,9.0,UK,Asian,0,180000.0
26.0,Female,elementary,Data Analyst,3.0,UK,Asian,0,100000.0
33.0,Male,high school,Data Scientist,10.0,Australia,White,0,195000.0
28.0,Male,elementary,Software Engineer,4.0,Canada,White,0,160000.0
27.0,Female,elementary,Data Analyst,5.0,China,Korean,0,125000.0
30.0,Male,high school,Software Engineer,6.0,Canada,White,0,170000.0
32.0,Female,elementary,Data Scientist,9.0,USA,Hispanic,0,185000.0
29.0,Male,elementary,Data Analyst,7.0,Australia,Asian,0,130000.0
35.0,Female,elementary,Product Manager,12.0,China,White,0,190000.0
27.0,Male,elementary,Software Engineer,5.0,USA,Asian,0,150000.0
28.0,Female,high school,Data Scientist,6.0,Canada,White,0,150000.0
37.0,Male,university,Product Manager,14.0,Australia,Asian,0,195000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,White,0,110000.0
30.0,Female,elementary,Software Engineer,8.0,UK,Asian,0,180000.0
31.0,Male,,Data Scientist,9.0,China,White,0,185000.0
29.0,Female,elementary,Data Analyst,7.0,Canada,Black,0,130000.0
32.0,Male,elementary,Software Engineer,10.0,Canada,Black,0,190000.0
28.0,Female,high school,Data Scientist,6.0,UK,White,0,155000.0
34.0,Male,elementary,Software Engineer,12.0,USA,African American,0,195000.0
25.0,Female,elementary,Data Analyst,2.0,Canada,Black,0,90000.0
30.0,Male,elementary,Product Manager,8.0,Australia,Asian,0,185000.0
29.0,Female,elementary,Data Analyst,6.0,UK,Asian,0,120000.0
31.0,Male,elementary,Software Engineer,9.0,USA,Asian,0,180000.0
26.0,Female,elementary,Data Analyst,3.0,UK,White,0,100000.0
33.0,Male,high school,Data Scientist,10.0,USA,Asian,0,195000.0
28.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,160000.0
27.0,Female,elementary,Data Analyst,5.0,USA,Hispanic,0,125000.0
30.0,Male,high school,Software Engineer,6.0,Canada,White,0,170000.0
32.0,Female,elementary,Data Scientist,9.0,Canada,White,0,185000.0
29.0,Male,elementary,Data Analyst,7.0,Canada,White,0,130000.0
35.0,Female,elementary,Product Manager,12.0,USA,Asian,0,190000.0
27.0,Male,elementary,Software Engineer,5.0,Australia,Asian,0,150000.0
28.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,150000.0
37.0,Male,university,Product Manager,14.0,USA,African American,0,195000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Mixed,0,110000.0
30.0,Female,elementary,Software Engineer,8.0,China,Korean,0,180000.0
31.0,Male,high school,Data Scientist,9.0,Australia,Asian,0,185000.0
,Female,elementary,Data Analyst,7.0,Australia,Australian,0,130000.0
32.0,Male,elementary,Software Engineer,10.0,UK,Mixed,0,190000.0
28.0,Female,high school,Data Scientist,6.0,Australia,White,0,155000.0
34.0,Male,elementary,Software Engineer,12.0,Australia,White,0,195000.0
25.0,Female,elementary,Data Analyst,2.0,UK,White,0,90000.0
30.0,Male,elementary,Product Manager,8.0,Canada,Black,0,185000.0
28.0,Male,elementary,Software Engineer,7.0,USA,Asian,1,175000.0
44.0,Male,university,Software Engineer Manager,18.0,Australia,White,0,190000.0
33.0,Female,high school,Back end Developer,5.0,China,White,0,110000.0
50.0,Male,university,Project Engineer,16.0,Canada,Asian,1,195000.0
27.0,Female,high school,Full Stack Engineer,3.0,UK,Mixed,0,100000.0
25.0,Male,elementary,Front end Developer,1.0,China,Korean,0,60000.0
35.0,Male,high school,Software Engineer,8.0,Australia,White,1,155000.0
47.0,Female,university,Full Stack Engineer,12.0,UK,Mixed,0,175000.0
46.0,Female,high school,Project Engineer,13.0,UK,Welsh,1,180000.0
32.0,Male,elementary,Back end Developer,4.0,UK,White,0,95000.0
61.0,Male,university,Software Engineer Manager,20.0,UK,Welsh,0,200000.0
41.0,Male,high school,Software Engineer,11.0,Australia,Australian,1,165000.0
37.0,Male,high school,Project Engineer,9.0,UK,White,1,145000.0
,Male,university,Software Engineer Manager,19.0,Australia,Australian,0,195000.0
30.0,Female,elementary,Front end Developer,2.0,USA,Asian,0,75000.0
26.0,Female,high school,Back end Developer,3.0,Canada,Black,0,90000.0
37.0,Female,high school,Software Engineer,9.0,UK,Asian,1,155000.0
32.0,Male,elementary,Full Stack Engineer,5.0,Australia,White,0,115000.0
44.0,Female,high school,Software Engineer,12.0,Canada,Black,1,170000.0
50.0,Female,university,Software Engineer Manager,16.0,UK,Welsh,0,190000.0
